query	target	pident	alnlen	bits	evalue	cigar
hsa_ires_00203.1|Homo	hsa_ires_00203.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00235.1|Homo	hsa_ires_00235.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00267.1|Homo	hsa_ires_00267.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00299.1|Homo	hsa_ires_00299.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00331.1|Homo	hsa_ires_00331.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00363.1|Homo	hsa_ires_00363.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00395.1|Homo	hsa_ires_00395.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00427.1|Homo	hsa_ires_00427.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00459.1|Homo	hsa_ires_00459.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00491.1|Homo	hsa_ires_00491.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00523.1|Homo	hsa_ires_00523.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00555.1|Homo	hsa_ires_00555.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00587.1|Homo	hsa_ires_00587.1|Homo	100.000	180	324	7.834E-98	180M
hsa_ires_00651.1|Homo	hsa_ires_00651.1|Homo	100.000	159	286	6.058E-86	159M
hsa_ires_00683.1|Homo	hsa_ires_00683.1|Homo	100.000	94	170	3.948E-49	94M
HIF1a|Mus	HIF1a|Mus	100.000	257	462	2.077E-141	257M
HIF1a|Mus	CM001005.3:73954790-73955066	98.000	260	434	5.239E-131	110M1D11M1D12M1D124M
HIF1a|Mus	mouse_CM000676.2:61695528-61695807	98.000	260	434	5.239E-131	110M1D11M1D12M1D124M
HIF1a|Mus	mmu_ires_00001.1|Mus	98.000	260	434	5.239E-131	110M1D11M1D12M1D124M
mmu_ires_00023.1|Mus	mmu_ires_00023.1|Mus	100.000	404	725	1.449E-224	404M
mouse_hsa_ires_00016.1	mouse_hsa_ires_00016.1	100.000	65	118	1.081E-32	65M
mouse_hsa_ires_00387.1	mouse_hsa_ires_00387.1	100.000	160	288	1.645E-86	160M
KX883979.1:6097-6308	KX883979.1:6097-6308	100.000	212	381	6.053E-116	212M
PV_type1_Mahoney|Human	PV_type1_Mahoney|Human	100.000	312	560	1.586E-172	312M
vir_ires_00375.1	vir_ires_00375.1	100.000	174	313	1.952E-94	174M
vir_ires_00382.1	vir_ires_00382.1	100.000	174	313	1.952E-94	174M
vir_ires_00501.1	vir_ires_00501.1	100.000	422	758	9.564E-235	422M
vir_ires_00303.1	vir_ires_00303.1	100.000	174	313	1.952E-94	174M
vir_ires_00158.1	vir_ires_00158.1	100.000	174	313	1.952E-94	174M
vir_ires_00154.1	vir_ires_00154.1	100.000	174	313	1.952E-94	174M
vir_ires_00361.1	vir_ires_00361.1	100.000	174	313	1.952E-94	174M
vir_ires_00361.1	vir_ires_00339.1	97.000	172	280	4.732E-82	30M1D98M1D42M
vir_ires_00484.1	vir_ires_00484.1	100.000	191	344	4.651E-104	191M
vir_ires_00505.1	vir_ires_00505.1	100.000	741	1329	0.000E+00	741M
vir_ires_00505.1	CVB3|Human	99.400	742	1309	0.000E+00	32M1D709M
vir_ires_00146.1	vir_ires_00146.1	100.000	174	313	1.952E-94	174M
vir_ires_00135.1	vir_ires_00135.1	100.000	174	313	1.952E-94	174M
vir_ires_00076.1	vir_ires_00076.1	100.000	174	313	1.952E-94	174M
vir_ires_00137.1	vir_ires_00137.1	100.000	174	313	1.952E-94	174M
vir_ires_00234.1	vir_ires_00234.1	100.000	174	313	1.952E-94	174M
vir_ires_00532.1	vir_ires_00532.1	100.000	182	328	5.779E-99	182M
CM000676.2:61695528-61695807	CM000676.2:61695528-61695807	100.000	280	503	2.014E-154	280M
hsa_ires_00012.1|Homo	hsa_ires_00012.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00044.1|Homo	hsa_ires_00044.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00076.1|Homo	hsa_ires_00076.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00108.1|Homo	hsa_ires_00108.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00140.1|Homo	hsa_ires_00140.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00172.1|Homo	hsa_ires_00172.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00204.1|Homo	hsa_ires_00204.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00236.1|Homo	hsa_ires_00236.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00268.1|Homo	hsa_ires_00268.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00300.1|Homo	hsa_ires_00300.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00332.1|Homo	hsa_ires_00332.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00364.1|Homo	hsa_ires_00364.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00396.1|Homo	hsa_ires_00396.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00428.1|Homo	hsa_ires_00428.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00460.1|Homo	hsa_ires_00460.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00492.1|Homo	hsa_ires_00492.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00524.1|Homo	hsa_ires_00524.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00556.1|Homo	hsa_ires_00556.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00588.1|Homo	hsa_ires_00588.1|Homo	100.000	71	129	4.286E-36	71M
hsa_ires_00620.1|Homo	hsa_ires_00620.1|Homo	100.000	1137	2039	0.000E+00	1137M
hsa_ires_00620.1|Homo	BCL2|Homo	99.900	1137	2034	0.000E+00	1137M
hsa_ires_00652.1|Homo	hsa_ires_00652.1|Homo	100.000	190	342	1.712E-103	190M
hsa_ires_00684.1|Homo	hsa_ires_00684.1|Homo	100.000	147	265	3.772E-79	147M
Kv1.4_1.2|Mus	Kv1.4_1.2|Mus	100.000	1197	2146	0.000E+00	1197M
mmu_ires_00024.1|Mus	mmu_ires_00024.1|Mus	100.000	183	329	1.570E-99	183M
mouse_hsa_ires_00368.1	mouse_hsa_ires_00439.1	100.000	84	152	1.833E-43	84M
mouse_hsa_ires_00368.1	mouse_hsa_ires_00368.1	100.000	84	152	1.833E-43	84M
KX884348.1:7089-7293	KX884348.1:7089-7293	100.000	205	369	5.542E-112	205M
PV_type3_Leon|Human	PV_type3_Leon|Human	100.000	742	1331	0.000E+00	742M
vir_ires_00231.1	vir_ires_00231.1	100.000	174	313	1.952E-94	174M
vir_ires_00161.1	vir_ires_00161.1	100.000	174	313	1.952E-94	174M
vir_ires_00425.1	vir_ires_00425.1	100.000	174	313	1.952E-94	174M
vir_ires_00425.1	vir_ires_00378.1	91.600	167	238	4.989E-67	167M
vir_ires_00071.1	vir_ires_00071.1	100.000	174	313	1.952E-94	174M
vir_ires_00016.1	vir_ires_00016.1	100.000	174	313	1.952E-94	174M
vir_ires_00508.1	vir_ires_00508.1	100.000	628	1127	0.000E+00	628M
vir_ires_00428.1	vir_ires_00428.1	100.000	174	313	1.952E-94	174M
vir_ires_00428.1	vir_ires_00026.1	98.200	168	289	2.343E-85	168M
vir_ires_00338.1	vir_ires_00338.1	100.000	174	313	1.952E-94	174M
vir_ires_00011.1	vir_ires_00011.1	100.000	174	313	1.952E-94	174M
vir_ires_00507.1	vir_ires_00507.1	100.000	691	1240	0.000E+00	691M
vir_ires_00507.1	GBV-A|Hepatitis	99.800	691	1235	0.000E+00	691M
vir_ires_00331.1	vir_ires_00331.1	100.000	174	313	1.952E-94	174M
vir_ires_00068.1	vir_ires_00068.1	100.000	174	313	1.952E-94	174M
vir_ires_00068.1	vir_ires_00186.1	94.200	174	267	3.687E-77	84M3I87M
vir_ires_00328.1	vir_ires_00328.1	100.000	174	313	1.952E-94	174M
vir_ires_00217.1	vir_ires_00217.1	100.000	174	313	1.952E-94	174M
vir_ires_00280.1	vir_ires_00280.1	100.000	174	313	1.952E-94	174M
vir_ires_00422.1	vir_ires_00422.1	100.000	174	313	1.952E-94	174M
vir_ires_00533.1	vir_ires_00533.1	100.000	310	557	2.147E-171	310M
vir_ires_00533.1	vir_ires_00523.1	96.100	310	500	4.086E-150	150M1D159M
IGF2_leader2|Homo	IGF2_leader2|Homo	100.000	121	218	1.998E-64	121M
IGF2_leader2|Homo	mouse_hsa_ires_00526.1	90.900	121	169	2.785E-46	121M
hsa_ires_00013.1|Homo	hsa_ires_00013.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00045.1|Homo	hsa_ires_00045.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00077.1|Homo	hsa_ires_00077.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00109.1|Homo	hsa_ires_00109.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00141.1|Homo	hsa_ires_00141.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00173.1|Homo	hsa_ires_00173.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00205.1|Homo	hsa_ires_00205.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00237.1|Homo	hsa_ires_00237.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00269.1|Homo	hsa_ires_00269.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00301.1|Homo	hsa_ires_00301.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00333.1|Homo	hsa_ires_00333.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00365.1|Homo	hsa_ires_00365.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00397.1|Homo	hsa_ires_00397.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00429.1|Homo	hsa_ires_00429.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00461.1|Homo	hsa_ires_00461.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00493.1|Homo	hsa_ires_00493.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00525.1|Homo	hsa_ires_00525.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00557.1|Homo	hsa_ires_00557.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00589.1|Homo	hsa_ires_00589.1|Homo	100.000	228	410	5.337E-125	228M
hsa_ires_00621.1|Homo	hsa_ires_00621.1|Homo	100.000	170	306	3.588E-92	170M
hsa_ires_00653.1|Homo	hsa_ires_00653.1|Homo	100.000	257	462	2.077E-141	257M
hsa_ires_00685.1|Homo	hsa_ires_00685.1|Homo	100.000	278	500	2.727E-153	278M
mmu_ires_00025.1|Mus	mmu_ires_00025.1|Mus	100.000	193	347	3.432E-105	193M
KX884282.1:5938-6130	KX884282.1:5938-6130	100.000	193	347	3.432E-105	193M
REV-A|Reticuloendotheliosis	REV-A|Reticuloendotheliosis	100.000	577	1035	2.124E-322	577M
vir_ires_00313.1	vir_ires_00313.1	100.000	174	313	1.952E-94	174M
vir_ires_00162.1	vir_ires_00162.1	100.000	174	313	1.952E-94	174M
vir_ires_00412.1	vir_ires_00412.1	100.000	174	313	1.952E-94	174M
vir_ires_00166.1	vir_ires_00166.1	100.000	174	313	1.952E-94	174M
vir_ires_00222.1	vir_ires_00222.1	100.000	174	313	1.952E-94	174M
vir_ires_00132.1	vir_ires_00132.1	100.000	174	313	1.952E-94	174M
vir_ires_00365.1	vir_ires_00365.1	100.000	174	313	1.952E-94	174M
vir_ires_00067.1	vir_ires_00067.1	100.000	174	313	1.952E-94	174M
vir_ires_00429.1	vir_ires_00429.1	100.000	174	313	1.952E-94	174M
vir_ires_00429.1	vir_ires_00047.1	94.600	167	260	6.606E-75	167M
vir_ires_00495.1	ALPV_IGRpred|Aphid	100.000	184	331	4.264E-100	184M
vir_ires_00495.1	vir_ires_00495.1	100.000	184	331	4.264E-100	184M
vir_ires_00168.1	vir_ires_00168.1	100.000	174	313	1.952E-94	174M
vir_ires_00224.1	vir_ires_00224.1	100.000	174	313	1.952E-94	174M
vir_ires_00271.1	vir_ires_00271.1	100.000	174	313	1.952E-94	174M
vir_ires_00268.1	vir_ires_00268.1	100.000	174	313	1.952E-94	174M
vir_ires_00391.1	vir_ires_00391.1	100.000	174	313	1.952E-94	174M
vir_ires_00534.1	vir_ires_00534.1	100.000	120	216	7.361E-64	120M
CM000685.2:18534867-18535067	CM000685.2:18534867-18535067	100.000	201	362	1.018E-109	201M
L-myc|Homo	L-myc|Homo	100.000	52	95	2.549E-25	52M
hsa_ires_00014.1|Homo	hsa_ires_00014.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00046.1|Homo	hsa_ires_00046.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00078.1|Homo	hsa_ires_00078.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00110.1|Homo	hsa_ires_00110.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00174.1|Homo	hsa_ires_00174.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00206.1|Homo	hsa_ires_00206.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00238.1|Homo	hsa_ires_00238.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00270.1|Homo	hsa_ires_00270.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00302.1|Homo	hsa_ires_00302.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00334.1|Homo	hsa_ires_00334.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00366.1|Homo	hsa_ires_00366.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00398.1|Homo	hsa_ires_00398.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00430.1|Homo	hsa_ires_00430.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00462.1|Homo	hsa_ires_00462.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00494.1|Homo	hsa_ires_00494.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00526.1|Homo	hsa_ires_00526.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00558.1|Homo	hsa_ires_00558.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00590.1|Homo	hsa_ires_00590.1|Homo	100.000	150	270	7.550E-81	150M
hsa_ires_00622.1|Homo	hsa_ires_00622.1|Homo	100.000	62	113	5.432E-31	62M
hsa_ires_00654.1|Homo	hsa_ires_00654.1|Homo	100.000	107	193	1.702E-56	107M
hsa_ires_00686.1|Homo	hsa_ires_00686.1|Homo	100.000	335	602	1.547E-185	335M
NDST2|Mus	mmu_ires_00004.1|Mus	100.000	750	1345	0.000E+00	750M
NDST2|Mus	NDST2|Mus	100.000	750	1345	0.000E+00	750M
mmu_ires_00026.1|Mus	mmu_ires_00026.1|Mus	100.000	1015	1820	0.000E+00	1015M
mouse_hsa_ires_00059.1	mouse_hsa_ires_00059.1	100.000	77	139	1.701E-39	77M
mouse_hsa_ires_00264.1	mouse_hsa_ires_00264.1	100.000	195	351	2.532E-106	195M
mouse_hsa_ires_00450.1	mouse_hsa_ires_00461.1	100.000	216	388	3.298E-118	216M
mouse_hsa_ires_00450.1	mouse_hsa_ires_00450.1	100.000	216	388	3.298E-118	216M
KX883971.1:5699-5893	KX883971.1:5699-5893	100.000	195	351	2.532E-106	195M
vir_ires_00332.1	vir_ires_00332.1	100.000	174	313	1.952E-94	174M
vir_ires_00024.1	vir_ires_00024.1	100.000	174	313	1.952E-94	174M
vir_ires_00453.1	vir_ires_00453.1	100.000	174	313	1.952E-94	174M
vir_ires_00246.1	vir_ires_00246.1	100.000	174	313	1.952E-94	174M
vir_ires_00014.1	vir_ires_00014.1	100.000	174	313	1.952E-94	174M
vir_ires_00237.1	vir_ires_00237.1	100.000	174	313	1.952E-94	174M
vir_ires_00243.1	vir_ires_00243.1	100.000	174	313	1.952E-94	174M
vir_ires_00369.1	vir_ires_00369.1	100.000	174	313	1.952E-94	174M
vir_ires_00281.1	vir_ires_00281.1	100.000	174	313	1.952E-94	174M
vir_ires_00281.1	vir_ires_00043.1	93.600	174	264	3.425E-76	174M
vir_ires_00464.1	vir_ires_00464.1	100.000	174	313	1.952E-94	174M
vir_ires_00034.1	vir_ires_00034.1	100.000	174	313	1.952E-94	174M
vir_ires_00314.1	vir_ires_00314.1	100.000	174	313	1.952E-94	174M
vir_ires_00019.1	vir_ires_00019.1	100.000	174	313	1.952E-94	174M
vir_ires_00019.1	vir_ires_00013.1	95.900	174	274	9.291E-80	86M1I44M1I13M4I25M
vir_ires_00367.1	vir_ires_00367.1	100.000	174	313	1.952E-94	174M
vir_ires_00342.1	vir_ires_00342.1	100.000	174	313	1.952E-94	174M
vir_ires_00535.1	vir_ires_00535.1	100.000	122	220	5.422E-65	122M
LamB1_-335_-1|Homo	LamB1_-335_-1|Homo	100.000	335	602	1.547E-185	335M
hsa_ires_00015.1|Homo	hsa_ires_00015.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00047.1|Homo	hsa_ires_00047.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00079.1|Homo	hsa_ires_00079.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00111.1|Homo	hsa_ires_00111.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00143.1|Homo	hsa_ires_00143.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00143.1|Homo	hsa_ires_00142.1|Homo	97.700	174	295	1.088E-87	174M
hsa_ires_00143.1|Homo	hsa_ires_00147.1|Homo	94.600	168	262	1.507E-75	168M
hsa_ires_00175.1|Homo	hsa_ires_00175.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00207.1|Homo	hsa_ires_00207.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00239.1|Homo	hsa_ires_00239.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00271.1|Homo	hsa_ires_00271.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00303.1|Homo	hsa_ires_00303.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00335.1|Homo	hsa_ires_00335.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00367.1|Homo	hsa_ires_00367.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00399.1|Homo	hsa_ires_00399.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00431.1|Homo	hsa_ires_00431.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00463.1|Homo	hsa_ires_00463.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00495.1|Homo	hsa_ires_00495.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00527.1|Homo	hsa_ires_00527.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00559.1|Homo	hsa_ires_00559.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00591.1|Homo	hsa_ires_00591.1|Homo	100.000	166	299	6.596E-90	166M
hsa_ires_00623.1|Homo	hsa_ires_00623.1|Homo	100.000	127	229	7.986E-68	127M
hsa_ires_00655.1|Homo	hsa_ires_00655.1|Homo	100.000	231	415	1.070E-126	231M
hsa_ires_00687.1|Homo	hsa_ires_00687.1|Homo	100.000	160	288	1.645E-86	160M
NDST3|Mus	mmu_ires_00005.1|Mus	100.000	247	444	9.457E-136	247M
NDST3|Mus	NDST3|Mus	100.000	247	444	9.457E-136	247M
mmu_ires_00027.1|Mus	mmu_ires_00027.1|Mus	100.000	204	367	2.040E-111	204M
mmu_ires_00027.1|Mus	hsa_ires_00672.1|Homo	95.500	204	327	2.122E-96	204M
mouse_p27kip1	mouse_hsa_ires_00592.1	100.000	180	324	7.834E-98	180M
mouse_p27kip1	mouse_p27kip1	100.000	180	324	7.834E-98	180M
mouse_hsa_ires_00341.1	mouse_hsa_ires_00341.1	100.000	270	485	9.161E-149	270M
KX884274.1:7022-7201	KX884274.1:7022-7201	100.000	180	324	7.834E-98	180M
vir_ires_00214.1	vir_ires_00214.1	100.000	174	313	1.952E-94	174M
vir_ires_00408.1	vir_ires_00408.1	100.000	174	313	1.952E-94	174M
vir_ires_00408.1	vir_ires_00379.1	94.800	174	269	3.936E-78	127M1D46M
vir_ires_00008.1	vir_ires_00008.1	100.000	174	313	1.952E-94	174M
vir_ires_00450.1	vir_ires_00450.1	100.000	174	313	1.952E-94	174M
vir_ires_00450.1	vir_ires_00020.1	98.800	167	292	2.354E-86	167M
vir_ires_00448.1	vir_ires_00448.1	100.000	174	313	1.952E-94	174M
vir_ires_00296.1	vir_ires_00296.1	100.000	174	313	1.952E-94	174M
vir_ires_00264.1	vir_ires_00264.1	100.000	174	313	1.952E-94	174M
vir_ires_00134.1	vir_ires_00134.1	100.000	174	313	1.952E-94	174M
vir_ires_00301.1	vir_ires_00301.1	100.000	174	313	1.952E-94	174M
vir_ires_00345.1	vir_ires_00345.1	100.000	174	313	1.952E-94	174M
vir_ires_00085.1	vir_ires_00085.1	100.000	174	313	1.952E-94	174M
vir_ires_00267.1	vir_ires_00267.1	100.000	174	313	1.952E-94	174M
vir_ires_00267.1	vir_ires_00033.1	90.700	173	240	1.197E-67	173M
vir_ires_00210.1	vir_ires_00210.1	100.000	174	313	1.952E-94	174M
vir_ires_00476.1	vir_ires_00476.1	100.000	129	233	5.883E-69	129M
vir_ires_00173.1	vir_ires_00173.1	100.000	174	313	1.952E-94	174M
vir_ires_00305.1	vir_ires_00305.1	100.000	174	313	1.952E-94	174M
vir_ires_00536.1	vir_ires_00536.1	100.000	119	215	2.712E-63	119M
CM000664.2:10445264-10445145	CM000664.2:10445264-10445145	100.000	120	216	7.361E-64	120M
CM000663.2:38708708-38708962	CM000663.2:38708708-38708962	100.000	255	458	2.812E-140	255M
LEF1|Homo	LEF1|Homo	100.000	1167	2092	0.000E+00	1167M
LEF1|Homo	hsa_ires_00607.1|Homo	99.000	1177	2034	0.000E+00	73M2D59M1D169M1D10M2D8M1D41M1D20M1D539M1D248M
hsa_ires_00016.1|Homo	hsa_ires_00016.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00048.1|Homo	hsa_ires_00048.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00080.1|Homo	hsa_ires_00080.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00112.1|Homo	hsa_ires_00112.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00144.1|Homo	hsa_ires_00144.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00176.1|Homo	hsa_ires_00176.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00208.1|Homo	hsa_ires_00208.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00240.1|Homo	hsa_ires_00240.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00272.1|Homo	hsa_ires_00272.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00304.1|Homo	hsa_ires_00304.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00336.1|Homo	hsa_ires_00336.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00368.1|Homo	hsa_ires_00368.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00400.1|Homo	hsa_ires_00400.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00432.1|Homo	hsa_ires_00432.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00464.1|Homo	hsa_ires_00464.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00496.1|Homo	hsa_ires_00496.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00528.1|Homo	hsa_ires_00528.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00560.1|Homo	hsa_ires_00560.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00592.1|Homo	hsa_ires_00592.1|Homo	100.000	472	847	5.050E-263	472M
hsa_ires_00624.1|Homo	hsa_ires_00624.1|Homo	100.000	211	380	2.228E-115	211M
hsa_ires_00656.1|Homo	hsa_ires_00656.1|Homo	100.000	167	301	1.791E-90	167M
hsa_ires_00688.1|Homo	hsa_ires_00688.1|Homo	100.000	194	349	9.322E-106	194M
NDST4L|Mus	NDST4L|Mus	100.000	672	1205	0.000E+00	672M
mmu_ires_00028.1|Mus	mmu_ires_00028.1|Mus	100.000	259	466	1.534E-142	259M
mouse_hsa_ires_00376.1	mouse_hsa_ires_00376.1	100.000	165	297	2.429E-89	165M
mouse_hsa_ires_00376.1	mouse_hSNM1	100.000	165	297	2.429E-89	165M
mouse_hsa_ires_00376.1	mouse_hsa_ires_00603.1	100.000	165	297	2.429E-89	165M
KX884315.1:5604-5785	KX884315.1:5604-5785	100.000	182	328	5.779E-99	182M
SINV1_IGRpred|Solenopsis	SINV1_IGRpred|Solenopsis	100.000	200	360	3.746E-109	200M
SINV1_IGRpred|Solenopsis	vir_ires_00499.1	100.000	200	360	3.746E-109	200M
vir_ires_00203.1	vir_ires_00203.1	100.000	174	313	1.952E-94	174M
vir_ires_00487.1	vir_ires_00487.1	100.000	235	423	5.835E-129	235M
vir_ires_00487.1	FeLV-Notch2|Felis	100.000	235	423	5.835E-129	235M
vir_ires_00005.1	vir_ires_00005.1	100.000	174	313	1.952E-94	174M
vir_ires_00491.1	vir_ires_00491.1	100.000	178	320	1.062E-96	178M
vir_ires_00197.1	vir_ires_00197.1	100.000	174	313	1.952E-94	174M
vir_ires_00497.1	vir_ires_00497.1	100.000	395	709	1.784E-219	395M
vir_ires_00072.1	vir_ires_00072.1	100.000	174	313	1.952E-94	174M
vir_ires_00080.1	vir_ires_00080.1	100.000	174	313	1.952E-94	174M
vir_ires_00418.1	vir_ires_00418.1	100.000	174	313	1.952E-94	174M
vir_ires_00050.1	vir_ires_00050.1	100.000	174	313	1.952E-94	174M
vir_ires_00131.1	vir_ires_00131.1	100.000	174	313	1.952E-94	174M
vir_ires_00322.1	vir_ires_00322.1	100.000	174	313	1.952E-94	174M
vir_ires_00285.1	vir_ires_00285.1	100.000	174	313	1.952E-94	174M
vir_ires_00270.1	vir_ires_00270.1	100.000	174	313	1.952E-94	174M
vir_ires_00537.1	vir_ires_00537.1	100.000	389	698	4.416E-216	389M
hsa_ires_00017.1|Homo	hsa_ires_00017.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00049.1|Homo	hsa_ires_00049.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00081.1|Homo	hsa_ires_00081.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00113.1|Homo	hsa_ires_00113.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00145.1|Homo	hsa_ires_00145.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00177.1|Homo	hsa_ires_00177.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00209.1|Homo	hsa_ires_00209.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00241.1|Homo	hsa_ires_00241.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00273.1|Homo	hsa_ires_00273.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00305.1|Homo	hsa_ires_00305.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00337.1|Homo	hsa_ires_00337.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00369.1|Homo	hsa_ires_00369.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00401.1|Homo	hsa_ires_00401.1|Homo	100.000	174	313	1.952E-94	174M
