Cluster Num,Representative,Member,RFAM family,Organism,Location,Length
1042,"hsa_ires_00168.1|Homo sapiens (human)|chr11:59,107,254-59,109,625+","hsa_ires_00168.1|Homo sapiens (human)|chr11:59,107,254-59,109,625+",,Homo sapiens (human),"chr11:59,107,254-59,109,625+",174
1043,"hsa_ires_00200.1|Homo sapiens (human)|chr22:39,901,171-39,947,106+","hsa_ires_00200.1|Homo sapiens (human)|chr22:39,901,171-39,947,106+",,Homo sapiens (human),"chr22:39,901,171-39,947,106+",174
1044,"hsa_ires_00232.1|Homo sapiens (human)|chr19:40,348,649-40,366,483+","hsa_ires_00232.1|Homo sapiens (human)|chr19:40,348,649-40,366,483+",,Homo sapiens (human),"chr19:40,348,649-40,366,483+",174
1045,"hsa_ires_00264.1|Homo sapiens (human)|chr6:33,417,669-33,417,984-","hsa_ires_00264.1|Homo sapiens (human)|chr6:33,417,669-33,417,984-",,Homo sapiens (human),"chr6:33,417,669-33,417,984-",174
1046,"hsa_ires_00296.1|Homo sapiens (human)|chr11:5,596,843-5,605,342+","hsa_ires_00296.1|Homo sapiens (human)|chr11:5,596,843-5,605,342+",,Homo sapiens (human),"chr11:5,596,843-5,605,342+",174
1047,"hsa_ires_00328.1|Homo sapiens (human)|chr12:110,496,105-110,502,111-","hsa_ires_00328.1|Homo sapiens (human)|chr12:110,496,105-110,502,111-",,Homo sapiens (human),"chr12:110,496,105-110,502,111-",174
1048,"hsa_ires_00360.1|Homo sapiens (human)|chr2:181,457,481-181,457,654+","hsa_ires_00360.1|Homo sapiens (human)|chr2:181,457,481-181,457,654+",,Homo sapiens (human),"chr2:181,457,481-181,457,654+",174
1049,"hsa_ires_00392.1|Homo sapiens (human)|chr16:70,523,381-70,523,554-","hsa_ires_00392.1|Homo sapiens (human)|chr16:70,523,381-70,523,554-",,Homo sapiens (human),"chr16:70,523,381-70,523,554-",174
1050,"hsa_ires_00424.1|Homo sapiens (human)|chr14:77,708,071-77,710,873+","hsa_ires_00424.1|Homo sapiens (human)|chr14:77,708,071-77,710,873+",,Homo sapiens (human),"chr14:77,708,071-77,710,873+",174
1051,"hsa_ires_00456.1|Homo sapiens (human)|chr14:87,993,492-87,993,665-","hsa_ires_00456.1|Homo sapiens (human)|chr14:87,993,492-87,993,665-",,Homo sapiens (human),"chr14:87,993,492-87,993,665-",174
1052,"hsa_ires_00488.1|Homo sapiens (human)|chr9:15,211,385-15,249,967-","hsa_ires_00488.1|Homo sapiens (human)|chr9:15,211,385-15,249,967-",,Homo sapiens (human),"chr9:15,211,385-15,249,967-",174
1053,"hsa_ires_00520.1|Homo sapiens (human)|chr3:63,443,272-63,443,445+","hsa_ires_00520.1|Homo sapiens (human)|chr3:63,443,272-63,443,445+",,Homo sapiens (human),"chr3:63,443,272-63,443,445+",174
1054,"hsa_ires_00552.1|Homo sapiens (human)|chr12:10,130,083-10,130,256-","hsa_ires_00552.1|Homo sapiens (human)|chr12:10,130,083-10,130,256-",,Homo sapiens (human),"chr12:10,130,083-10,130,256-",174
1055,"hsa_ires_00584.1|Homo sapiens (human)|chr2:102,337,250-102,338,264+","hsa_ires_00584.1|Homo sapiens (human)|chr2:102,337,250-102,338,264+",,Homo sapiens (human),"chr2:102,337,250-102,338,264+",237
1056,"hsa_ires_00616.1|Homo sapiens (human)|chr6:43,770,953-43,771,246+","hsa_ires_00616.1|Homo sapiens (human)|chr6:43,770,953-43,771,246+",,Homo sapiens (human),"chr6:43,770,953-43,771,246+",294
1056,"hsa_ires_00616.1|Homo sapiens (human)|chr6:43,770,953-43,771,246+","CM000668.2:43770953-43771261 Homo sapiens IRES_VEGF_A Homo sapiens chromosome 6, GRCh38 reference primary assembly.",,Homo sapiens (human),,309
1057,"hsa_ires_00648.1|Homo sapiens (human)|chr2:169,799,178-169,800,960+","hsa_ires_00648.1|Homo sapiens (human)|chr2:169,799,178-169,800,960+",,Homo sapiens (human),"chr2:169,799,178-169,800,960+",348
1058,"hsa_ires_00680.1|Homo sapiens (human)|chr13:21,671,818-21,671,912+","hsa_ires_00680.1|Homo sapiens (human)|chr13:21,671,818-21,671,912+",,Homo sapiens (human),"chr13:21,671,818-21,671,912+",95
1059,mmu_ires_00020.1|Mus musculus (house mouse),mmu_ires_00020.1|Mus musculus (house mouse),,Mus musculus (mouse),,489
1060,X96871.1:402-893 Equine rhinitis B virus 1 P1436 /71 IRES_Picorna_2 Equine Rhinovirus type 2 genomic sequence,X96871.1:402-893 Equine rhinitis B virus 1 P1436 /71 IRES_Picorna_2 Equine Rhinovirus type 2 genomic sequence,RF00210,Virus,,492
1061,vir_ires_00181.1,vir_ires_00181.1,,Virus,,174
1061,vir_ires_00181.1,vir_ires_00058.1,,Virus,,174
1062,vir_ires_00056.1,vir_ires_00056.1,,Virus,,174
1063,vir_ires_00449.1,vir_ires_00449.1,,Virus,,174
1063,vir_ires_00449.1,vir_ires_00385.1,,Virus,,174
1064,vir_ires_00509.1,vir_ires_00509.1,,Virus,,252
1065,vir_ires_00065.1,vir_ires_00065.1,,Virus,,174
1066,vir_ires_00273.1,vir_ires_00273.1,RF00210,Virus,,174
1067,vir_ires_00278.1,vir_ires_00278.1,,Virus,,174
1068,vir_ires_00336.1,vir_ires_00336.1,,Virus,,174
1069,vir_ires_00091.1,vir_ires_00091.1,,Virus,,174
1070,vir_ires_00348.1,vir_ires_00348.1,,Virus,,174
1070,vir_ires_00348.1,IAPV_IGRpred|Israel acute paralysis virus of bees,,Israel acute paralysis virus of bees,,199
1071,vir_ires_00220.1,vir_ires_00220.1,,Virus,,174
1072,vir_ires_00202.1,vir_ires_00202.1,,Virus,,174
1073,vir_ires_00452.1,vir_ires_00452.1,,Virus,,174
1073,vir_ires_00452.1,vir_ires_00028.1,,Virus,,174
1074,vir_ires_00249.1,vir_ires_00249.1,,Virus,,174
1075,vir_ires_00122.1,vir_ires_00122.1,,Virus,,174
1076,"CM000667.2:109052656-109052458 Homo sapiens IRES_Cx43 Homo sapiens chromosome 5, GRCh38 reference primary assembly.","CM000667.2:109052656-109052458 Homo sapiens IRES_Cx43 Homo sapiens chromosome 5, GRCh38 reference primary assembly.",RF00487,Homo sapiens (human),,199
1076,"CM000667.2:109052656-109052458 Homo sapiens IRES_Cx43 Homo sapiens chromosome 5, GRCh38 reference primary assembly.","CM000668.2:121435649-121435848 Homo sapiens IRES_Cx43 Homo sapiens chromosome 6, GRCh38 reference primary assembly.",RF00487,Homo sapiens (human),,200
1077,FGF1A|Homo sapiens,FGF1A|Homo sapiens,,Homo sapiens (human),,434
1078,"hsa_ires_00009.1|Homo sapiens (human)|chr6:53,070,973-53,073,483+","hsa_ires_00009.1|Homo sapiens (human)|chr6:53,070,973-53,073,483+",,Homo sapiens (human),"chr6:53,070,973-53,073,483+",174
1079,"hsa_ires_00041.1|Homo sapiens (human)|chr17:41,586,722-41,586,895-","hsa_ires_00041.1|Homo sapiens (human)|chr17:41,586,722-41,586,895-",,Homo sapiens (human),"chr17:41,586,722-41,586,895-",174
1080,"hsa_ires_00073.1|Homo sapiens (human)|chr1:155,172,827-155,173,328-","hsa_ires_00073.1|Homo sapiens (human)|chr1:155,172,827-155,173,328-",,Homo sapiens (human),"chr1:155,172,827-155,173,328-",174
1081,"hsa_ires_00105.1|Homo sapiens (human)|chr4:121,164,126-121,164,299-","hsa_ires_00105.1|Homo sapiens (human)|chr4:121,164,126-121,164,299-",,Homo sapiens (human),"chr4:121,164,126-121,164,299-",174
1082,"hsa_ires_00137.1|Homo sapiens (human)|chr3:98,132,698-98,132,871+","hsa_ires_00137.1|Homo sapiens (human)|chr3:98,132,698-98,132,871+",,Homo sapiens (human),"chr3:98,132,698-98,132,871+",174
1083,"hsa_ires_00169.1|Homo sapiens (human)|chr22:17,743,936-17,774,665-","hsa_ires_00169.1|Homo sapiens (human)|chr22:17,743,936-17,774,665-",,Homo sapiens (human),"chr22:17,743,936-17,774,665-",174
1084,"hsa_ires_00201.1|Homo sapiens (human)|chr11:73,648,877-73,649,050+","hsa_ires_00201.1|Homo sapiens (human)|chr11:73,648,877-73,649,050+",,Homo sapiens (human),"chr11:73,648,877-73,649,050+",174
1085,"hsa_ires_00233.1|Homo sapiens (human)|chrX:131,058,413-131,081,665+","hsa_ires_00233.1|Homo sapiens (human)|chrX:131,058,413-131,081,665+",,Homo sapiens (human),"chrX:131,058,413-131,081,665+",174
1086,"hsa_ires_00265.1|Homo sapiens (human)|chr17:82,449,255-82,450,785-","hsa_ires_00265.1|Homo sapiens (human)|chr17:82,449,255-82,450,785-",,Homo sapiens (human),"chr17:82,449,255-82,450,785-",174
1087,"hsa_ires_00297.1|Homo sapiens (human)|chrX:149,884,024-149,884,272+","hsa_ires_00297.1|Homo sapiens (human)|chrX:149,884,024-149,884,272+",,Homo sapiens (human),"chrX:149,884,024-149,884,272+",174
1088,"hsa_ires_00329.1|Homo sapiens (human)|chr9:101,371,405-101,384,969-","hsa_ires_00329.1|Homo sapiens (human)|chr9:101,371,405-101,384,969-",,Homo sapiens (human),"chr9:101,371,405-101,384,969-",174
1089,"hsa_ires_00361.1|Homo sapiens (human)|chr1:179,592,442-179,592,615+","hsa_ires_00361.1|Homo sapiens (human)|chr1:179,592,442-179,592,615+",,Homo sapiens (human),"chr1:179,592,442-179,592,615+",174
1090,"hsa_ires_00393.1|Homo sapiens (human)|chr8:144,851,296-144,853,066-","hsa_ires_00393.1|Homo sapiens (human)|chr8:144,851,296-144,853,066-",,Homo sapiens (human),"chr8:144,851,296-144,853,066-",174
1091,"hsa_ires_00425.1|Homo sapiens (human)|chr1:6,385,650-6,385,823-","hsa_ires_00425.1|Homo sapiens (human)|chr1:6,385,650-6,385,823-",,Homo sapiens (human),"chr1:6,385,650-6,385,823-",174
1092,"hsa_ires_00457.1|Homo sapiens (human)|chr20:508,552-527,997-","hsa_ires_00457.1|Homo sapiens (human)|chr20:508,552-527,997-",,Homo sapiens (human),"chr20:508,552-527,997-",174
1093,"hsa_ires_00489.1|Homo sapiens (human)|chr17:19,745,130-19,748,427-","hsa_ires_00489.1|Homo sapiens (human)|chr17:19,745,130-19,748,427-",,Homo sapiens (human),"chr17:19,745,130-19,748,427-",174
1094,"hsa_ires_00521.1|Homo sapiens (human)|chr2:215,435,803-215,435,976-","hsa_ires_00521.1|Homo sapiens (human)|chr2:215,435,803-215,435,976-",,Homo sapiens (human),"chr2:215,435,803-215,435,976-",174
1095,"hsa_ires_00553.1|Homo sapiens (human)|chr7:129,630,078-129,657,425+","hsa_ires_00553.1|Homo sapiens (human)|chr7:129,630,078-129,657,425+",,Homo sapiens (human),"chr7:129,630,078-129,657,425+",174
1096,"hsa_ires_00585.1|Homo sapiens (human)|chr15:98,649,488-98,649,581+","hsa_ires_00585.1|Homo sapiens (human)|chr15:98,649,488-98,649,581+",,Homo sapiens (human),"chr15:98,649,488-98,649,581+",94
1097,hsa_ires_00617.1|Homo sapiens (human)|chr8:130358143-130358298-,hsa_ires_00617.1|Homo sapiens (human)|chr8:130358143-130358298-,,Homo sapiens (human),chr8:130358143-130358298-,156
1098,"hsa_ires_00649.1|Homo sapiens (human)|chr1:85,580,865-85,580,984+","hsa_ires_00649.1|Homo sapiens (human)|chr1:85,580,865-85,580,984+",,Homo sapiens (human),"chr1:85,580,865-85,580,984+",120
1099,"hsa_ires_00681.1|Homo sapiens (human)|chr7:135,927,559-135,927,656-","hsa_ires_00681.1|Homo sapiens (human)|chr7:135,927,559-135,927,656-",,Homo sapiens (human),"chr7:135,927,559-135,927,656-",98
1100,mmu_ires_00021.1|Mus musculus (house mouse),mmu_ires_00021.1|Mus musculus (house mouse),,Mus musculus (mouse),,212
1101,"AF218039.1:6028-6223 Cricket paralysis virus (isolate Teleogryllus commodus/Australia/CrPVVIC/1968) IRES_Cripavirus Cricket paralysis virus nonstructural polyprotein and structural polyprotein genes, complete cds.","AF218039.1:6028-6223 Cricket paralysis virus (isolate Teleogryllus commodus/Australia/CrPVVIC/1968) IRES_Cripavirus Cricket paralysis virus nonstructural polyprotein and structural polyprotein genes, complete cds.",,Virus,,196
1101,"AF218039.1:6028-6223 Cricket paralysis virus (isolate Teleogryllus commodus/Australia/CrPVVIC/1968) IRES_Cripavirus Cricket paralysis virus nonstructural polyprotein and structural polyprotein genes, complete cds.",vir_ires_00474.1,,Virus,,211
1102,vir_ires_00335.1,vir_ires_00335.1,,Virus,,174
1103,vir_ires_00475.1,vir_ires_00475.1,,Virus,,232
1104,vir_ires_00371.1,vir_ires_00371.1,,Virus,,174
1105,vir_ires_00372.1,vir_ires_00372.1,,Virus,,174
1106,vir_ires_00324.1,vir_ires_00324.1,,Virus,,174
1107,vir_ires_00427.1,vir_ires_00427.1,,Virus,,174
1108,vir_ires_00393.1,vir_ires_00393.1,,Virus,,174
1109,vir_ires_00472.1,vir_ires_00472.1,RF00209,Virus,,334
1109,vir_ires_00472.1,CSFV|Classical swine fever virus - C,,Classical swine fever virus - C,,373
1110,vir_ires_00211.1,vir_ires_00211.1,,Virus,,174
1111,vir_ires_00471.1,vir_ires_00471.1,,Virus,,518
1112,vir_ires_00099.1,vir_ires_00099.1,,Virus,,174
1113,vir_ires_00402.1,vir_ires_00402.1,,Virus,,174
1114,vir_ires_00401.1,vir_ires_00401.1,,Virus,,174
1115,vir_ires_00205.1,vir_ires_00205.1,,Virus,,174
1116,vir_ires_00286.1,vir_ires_00286.1,,Virus,,174
1117,vir_ires_00530.1,vir_ires_00530.1,,Virus,,297
1118,"hsa_ires_00010.1|Homo sapiens (human)|chr12:57,487,953-57,488,126+","hsa_ires_00010.1|Homo sapiens (human)|chr12:57,487,953-57,488,126+",,Homo sapiens (human),"chr12:57,487,953-57,488,126+",174
1119,"hsa_ires_00042.1|Homo sapiens (human)|chr6:53,655,240-53,665,708-","hsa_ires_00042.1|Homo sapiens (human)|chr6:53,655,240-53,665,708-",,Homo sapiens (human),"chr6:53,655,240-53,665,708-",174
1120,"hsa_ires_00074.1|Homo sapiens (human)|chr5:139,389,743-139,389,916-","hsa_ires_00074.1|Homo sapiens (human)|chr5:139,389,743-139,389,916-",,Homo sapiens (human),"chr5:139,389,743-139,389,916-",174
1121,"hsa_ires_00106.1|Homo sapiens (human)|chr19:13,116,400-13,116,573-","hsa_ires_00106.1|Homo sapiens (human)|chr19:13,116,400-13,116,573-",,Homo sapiens (human),"chr19:13,116,400-13,116,573-",174
1122,"hsa_ires_00138.1|Homo sapiens (human)|chr19:51,341,874-51,342,124-","hsa_ires_00138.1|Homo sapiens (human)|chr19:51,341,874-51,342,124-",,Homo sapiens (human),"chr19:51,341,874-51,342,124-",174
1123,"hsa_ires_00170.1|Homo sapiens (human)|chr12:52,493,189-52,493,362-","hsa_ires_00170.1|Homo sapiens (human)|chr12:52,493,189-52,493,362-",,Homo sapiens (human),"chr12:52,493,189-52,493,362-",174
1124,"hsa_ires_00202.1|Homo sapiens (human)|chr17:3,777,620-3,801,243-","hsa_ires_00202.1|Homo sapiens (human)|chr17:3,777,620-3,801,243-",,Homo sapiens (human),"chr17:3,777,620-3,801,243-",174
1125,"hsa_ires_00234.1|Homo sapiens (human)|chr12:57,547,064-57,547,237-","hsa_ires_00234.1|Homo sapiens (human)|chr12:57,547,064-57,547,237-",,Homo sapiens (human),"chr12:57,547,064-57,547,237-",174
1126,"hsa_ires_00266.1|Homo sapiens (human)|chr17:9,905,181-9,905,354-","hsa_ires_00266.1|Homo sapiens (human)|chr17:9,905,181-9,905,354-",,Homo sapiens (human),"chr17:9,905,181-9,905,354-",174
1127,"hsa_ires_00298.1|Homo sapiens (human)|chrX:109,536,833-109,537,006+","hsa_ires_00298.1|Homo sapiens (human)|chrX:109,536,833-109,537,006+",,Homo sapiens (human),"chrX:109,536,833-109,537,006+",174
1128,"hsa_ires_00330.1|Homo sapiens (human)|chr17:44,847,979-44,848,152+","hsa_ires_00330.1|Homo sapiens (human)|chr17:44,847,979-44,848,152+",,Homo sapiens (human),"chr17:44,847,979-44,848,152+",174
1129,"hsa_ires_00362.1|Homo sapiens (human)|chr8:17,697,378-17,697,551-","hsa_ires_00362.1|Homo sapiens (human)|chr8:17,697,378-17,697,551-",,Homo sapiens (human),"chr8:17,697,378-17,697,551-",174
1130,"hsa_ires_00394.1|Homo sapiens (human)|chr1:40,247,901-40,248,074+","hsa_ires_00394.1|Homo sapiens (human)|chr1:40,247,901-40,248,074+",,Homo sapiens (human),"chr1:40,247,901-40,248,074+",174
1131,hsa_ires_00426.1|Homo sapiens (human)|NA,hsa_ires_00426.1|Homo sapiens (human)|NA,,Homo sapiens (human),Homo sapiens human,174
1132,"hsa_ires_00458.1|Homo sapiens (human)|chr19:55,642,335-55,642,508+","hsa_ires_00458.1|Homo sapiens (human)|chr19:55,642,335-55,642,508+",,Homo sapiens (human),"chr19:55,642,335-55,642,508+",174
1133,"hsa_ires_00490.1|Homo sapiens (human)|chr14:20,688,777-20,699,426+","hsa_ires_00490.1|Homo sapiens (human)|chr14:20,688,777-20,699,426+",,Homo sapiens (human),"chr14:20,688,777-20,699,426+",174
1134,"hsa_ires_00522.1|Homo sapiens (human)|chr1:112,929,309-112,956,164-","hsa_ires_00522.1|Homo sapiens (human)|chr1:112,929,309-112,956,164-",,Homo sapiens (human),"chr1:112,929,309-112,956,164-",174
1135,"hsa_ires_00554.1|Homo sapiens (human)|chr1:69,760,175-69,760,348+","hsa_ires_00554.1|Homo sapiens (human)|chr1:69,760,175-69,760,348+",,Homo sapiens (human),"chr1:69,760,175-69,760,348+",174
1136,"hsa_ires_00586.1|Homo sapiens (human)|chr2:15,941,965-15,942,064+","hsa_ires_00586.1|Homo sapiens (human)|chr2:15,941,965-15,942,064+",RF00226,Homo sapiens (human),"chr2:15,941,965-15,942,064+",100
1137,hsa_ires_00618.1|Homo sapiens (human)|NA,hsa_ires_00618.1|Homo sapiens (human)|NA,,Homo sapiens (human),Homo sapiens human,149
1137,hsa_ires_00618.1|Homo sapiens (human)|NA,MYT2_997-1152|Homo sapiens,,Homo sapiens (human),,156
1138,"hsa_ires_00650.1|Homo sapiens (human)|chr19:7,294,162-7,294,342-","hsa_ires_00650.1|Homo sapiens (human)|chr19:7,294,162-7,294,342-",,Homo sapiens (human),"chr19:7,294,162-7,294,342-",181
1139,"hsa_ires_00682.1|Homo sapiens (human)|chr8:11,704,244-11,708,312+","hsa_ires_00682.1|Homo sapiens (human)|chr8:11,704,244-11,708,312+",,Homo sapiens (human),"chr8:11,704,244-11,708,312+",518
1140,mmu_ires_00022.1|Mus musculus (house mouse),mmu_ires_00022.1|Mus musculus (house mouse),,Mus musculus (mouse),,300
1141,mouse_hsa_ires_00416.1 | chr6:82743830-82743966(-) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00416.1 | chr6:82743830-82743966(-) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr6:82743830-82743966-,137
1141,mouse_hsa_ires_00416.1 | chr6:82743830-82743966(-) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00207.1 | chr6:82967561-82967697(-) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr6:82967561-82967697-,137
1142,mouse_hsa_ires_00252.1 | chr1:166831103-166831128(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00252.1 | chr1:166831103-166831128(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,Mus musculus (mouse),chr1:166831103-166831128+,26
1143,PSIV_IGR|Plautia stali intestine virus,PSIV_IGR|Plautia stali intestine virus,,Plautia stali intestine virus,,145
1144,vir_ires_00334.1,vir_ires_00334.1,,Virus,,174
1145,vir_ires_00229.1,vir_ires_00229.1,,Virus,,174
1146,vir_ires_00092.1,vir_ires_00092.1,,Virus,,174
1147,vir_ires_00133.1,vir_ires_00133.1,,Virus,,174
1148,vir_ires_00084.1,vir_ires_00084.1,,Virus,,174
1149,vir_ires_00064.1,vir_ires_00064.1,,Virus,,174
1150,vir_ires_00294.1,vir_ires_00294.1,,Virus,,174
1151,vir_ires_00479.1,vir_ires_00479.1,,Virus,,77
1152,vir_ires_00430.1,vir_ires_00430.1,,Virus,,174
1153,vir_ires_00341.1,vir_ires_00341.1,,Virus,,174
1153,vir_ires_00341.1,vir_ires_00440.1,,Virus,,174
1154,vir_ires_00498.1,vir_ires_00498.1,RF00210,Virus,,432
1155,vir_ires_00112.1,vir_ires_00112.1,,Virus,,174
1156,vir_ires_00102.1,vir_ires_00102.1,,Virus,,174
1156,vir_ires_00102.1,vir_ires_00101.1,,Virus,,174
1157,vir_ires_00031.1,vir_ires_00031.1,,Virus,,174
1158,vir_ires_00531.1,vir_ires_00531.1,,Virus,,739
1159,"CM000667.2:142697800-142697634 Homo sapiens IRES_FGF1 Homo sapiens chromosome 5, GRCh38 reference primary assembly.","CM000667.2:142697800-142697634 Homo sapiens IRES_FGF1 Homo sapiens chromosome 5, GRCh38 reference primary assembly.",RF00387,Homo sapiens (human),,167
1160,hSNM1|Homo sapiens,hSNM1|Homo sapiens,,Homo sapiens (human),,918
1160,hSNM1|Homo sapiens,"hsa_ires_00603.1|Homo sapiens (human)|chr10:113,853,183-113,854,100-",,Homo sapiens (human),"chr10:113,853,183-113,854,100-",918
1161,"hsa_ires_00011.1|Homo sapiens (human)|chr7:134,658,556-134,661,507+","hsa_ires_00011.1|Homo sapiens (human)|chr7:134,658,556-134,661,507+",,Homo sapiens (human),"chr7:134,658,556-134,661,507+",174
1162,"hsa_ires_00043.1|Homo sapiens (human)|chr12:56,333,095-56,333,546-","hsa_ires_00043.1|Homo sapiens (human)|chr12:56,333,095-56,333,546-",,Homo sapiens (human),"chr12:56,333,095-56,333,546-",174
1163,"hsa_ires_00075.1|Homo sapiens (human)|chr5:134,758,771-134,758,944+","hsa_ires_00075.1|Homo sapiens (human)|chr5:134,758,771-134,758,944+",,Homo sapiens (human),"chr5:134,758,771-134,758,944+",174
1164,"hsa_ires_00107.1|Homo sapiens (human)|chr3:44,712,724-44,720,261+","hsa_ires_00107.1|Homo sapiens (human)|chr3:44,712,724-44,720,261+",,Homo sapiens (human),"chr3:44,712,724-44,720,261+",174
1165,"hsa_ires_00139.1|Homo sapiens (human)|chr1:158,766,509-158,766,682-","hsa_ires_00139.1|Homo sapiens (human)|chr1:158,766,509-158,766,682-",,Homo sapiens (human),"chr1:158,766,509-158,766,682-",174
1166,"hsa_ires_00171.1|Homo sapiens (human)|chr2:27,583,685-27,598,208+","hsa_ires_00171.1|Homo sapiens (human)|chr2:27,583,685-27,598,208+",,Homo sapiens (human),"chr2:27,583,685-27,598,208+",174
1167,"hsa_ires_00203.1|Homo sapiens (human)|chr18:56,638,441-56,638,614-","hsa_ires_00203.1|Homo sapiens (human)|chr18:56,638,441-56,638,614-",,Homo sapiens (human),"chr18:56,638,441-56,638,614-",174
1168,"hsa_ires_00235.1|Homo sapiens (human)|chr15:50,908,853-50,915,450+","hsa_ires_00235.1|Homo sapiens (human)|chr15:50,908,853-50,915,450+",,Homo sapiens (human),"chr15:50,908,853-50,915,450+",174
1169,"hsa_ires_00267.1|Homo sapiens (human)|chr3:122,559,621-122,564,195-","hsa_ires_00267.1|Homo sapiens (human)|chr3:122,559,621-122,564,195-",,Homo sapiens (human),"chr3:122,559,621-122,564,195-",174
1170,"hsa_ires_00299.1|Homo sapiens (human)|chr3:49,748,041-49,785,715-","hsa_ires_00299.1|Homo sapiens (human)|chr3:49,748,041-49,785,715-",,Homo sapiens (human),"chr3:49,748,041-49,785,715-",174
1171,"hsa_ires_00331.1|Homo sapiens (human)|chr12:111,686,079-111,692,709+","hsa_ires_00331.1|Homo sapiens (human)|chr12:111,686,079-111,692,709+",,Homo sapiens (human),"chr12:111,686,079-111,692,709+",174
1172,"hsa_ires_00363.1|Homo sapiens (human)|chr17:83,048,686-83,051,810-","hsa_ires_00363.1|Homo sapiens (human)|chr17:83,048,686-83,051,810-",,Homo sapiens (human),"chr17:83,048,686-83,051,810-",174
1173,"hsa_ires_00395.1|Homo sapiens (human)|chr12:26,936,804-26,937,958-","hsa_ires_00395.1|Homo sapiens (human)|chr12:26,936,804-26,937,958-",,Homo sapiens (human),"chr12:26,936,804-26,937,958-",174
1174,"hsa_ires_00427.1|Homo sapiens (human)|chr17:7,252,241-7,252,502+","hsa_ires_00427.1|Homo sapiens (human)|chr17:7,252,241-7,252,502+",,Homo sapiens (human),"chr17:7,252,241-7,252,502+",174
1175,"hsa_ires_00459.1|Homo sapiens (human)|chr18:49,491,572-49,491,745-","hsa_ires_00459.1|Homo sapiens (human)|chr18:49,491,572-49,491,745-",RF00151,Homo sapiens (human),"chr18:49,491,572-49,491,745-",174
1176,"hsa_ires_00491.1|Homo sapiens (human)|chr11:117,918,832-117,929,453-","hsa_ires_00491.1|Homo sapiens (human)|chr11:117,918,832-117,929,453-",,Homo sapiens (human),"chr11:117,918,832-117,929,453-",174
1177,"hsa_ires_00523.1|Homo sapiens (human)|chr12:102,480,382-102,480,555-","hsa_ires_00523.1|Homo sapiens (human)|chr12:102,480,382-102,480,555-",,Homo sapiens (human),"chr12:102,480,382-102,480,555-",174
1178,"hsa_ires_00555.1|Homo sapiens (human)|chr17:42,833,854-42,834,181+","hsa_ires_00555.1|Homo sapiens (human)|chr17:42,833,854-42,834,181+",,Homo sapiens (human),"chr17:42,833,854-42,834,181+",174
1179,"hsa_ires_00587.1|Homo sapiens (human)|chr7:108,002,886-108,003,204-","hsa_ires_00587.1|Homo sapiens (human)|chr7:108,002,886-108,003,204-",,Homo sapiens (human),"chr7:108,002,886-108,003,204-",180
1180,"hsa_ires_00651.1|Homo sapiens (human)|chr4:122,826,708-122,826,866+","hsa_ires_00651.1|Homo sapiens (human)|chr4:122,826,708-122,826,866+",,Homo sapiens (human),"chr4:122,826,708-122,826,866+",159
1181,"hsa_ires_00683.1|Homo sapiens (human)|chr17:41,715,342-41,715,436+","hsa_ires_00683.1|Homo sapiens (human)|chr17:41,715,342-41,715,436+",,Homo sapiens (human),"chr17:41,715,342-41,715,436+",94
1182,HIF1a|Mus musculus,HIF1a|Mus musculus,RF00449,Mus musculus (mouse),,257
1182,HIF1a|Mus musculus,mouse_CM000676.2:61695528-61695807 | chr12:73954790-73955066(+) | RF00449 | IRES_HIF1 | alpha IRES,RF00449,Mus musculus (mouse),chr12:73954790-73955066+,277
1182,HIF1a|Mus musculus,mmu_ires_00001.1|Mus musculus (house mouse),,Mus musculus (mouse),,286
1182,HIF1a|Mus musculus,"CM001005.3:73954790-73955066 Mus musculus IRES_HIF1 CM001005.3 Mus musculus chromosome 12, GRCm39 reference primary assembly C57BL/6J",,Mus musculus (mouse),,277
1183,mmu_ires_00023.1|Mus musculus (house mouse),mmu_ires_00023.1|Mus musculus (house mouse),,Mus musculus (mouse),,404
1184,mouse_hsa_ires_00016.1 | chr17:25223657-25223721(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_hsa_ires_00016.1 | chr17:25223657-25223721(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr17:25223657-25223721+,65
1185,mouse_hsa_ires_00387.1 | chr11:88361348-88361507(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00387.1 | chr11:88361348-88361507(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr11:88361348-88361507+,160
