accession,bits_score,start,end,description,species,tax_id
VYXB01005133.1,107.6,37759,37952,"VYXB01005133.1 Pachyramphus minor voucher USNM:627125 isolate B10K-DU-001-72 scaffold1876, whole genome shotgun sequence",Pachyramphus minor,369605
VZTP01038576.1,107.6,137900,137707,"VZTP01038576.1 Prunella fulvescens voucher UWBM:57993 isolate B10K-DU-012-46 scaffold17719, whole genome shotgun sequence",Prunella fulvescens,670355
VWPU01026756.1,107.5,42404,42597,"VWPU01026756.1 Callaeas wilsoni voucher OTA:GO-YM212792 isolate B10K-OTA-212792 scaffold6364, whole genome shotgun sequence",Callaeas wilsoni (north island kokako),1347786
WAAG01167195.1,107.5,83,276,"WAAG01167195.1 Tichodroma muraria voucher UWBM:61504 isolate B10K-DU-012-47 C10630267, whole genome shotgun sequence",Tichodroma muraria,237442
NW_011494957.1,107.5,1820141,1820343,"NW_011494957.1 Bison bison bison isolate TAMUID 2011002044 unplaced genomic scaffold, Bison_UMD1.0 scf7180017864385, whole genome shotgun sequence",Bison bison bison (north american plains bison),43346
VZUA01005064.1,107.4,16078,16273,"VZUA01005064.1 Horornis vulcanius voucher LSUMZ:Ornithology:B52647 isolate B10K-DU-029-69 scaffold13386, whole genome shotgun sequence",Horornis vulcanius,2585811
KL282189.1,107.3,20050,20237,"KL282189.1 Podiceps cristatus isolate BGI_N338 unplaced genomic scaffold scaffold16354, whole genome shotgun sequence",Podiceps cristatus (great crested grebe),345573
VYZJ01000152.1,107.3,517814,518007,"VYZJ01000152.1 Emberiza fucata voucher USNM:641822 isolate B10K-DU-015-11 scaffold_134, whole genome shotgun sequence",Emberiza fucata,337179
VZSZ01005499.1,107.2,636600,636407,"VZSZ01005499.1 Ibidorhyncha struthersii voucher IZCAS:2150 isolate B10K-DU-030-25 scaffold157, whole genome shotgun sequence",Ibidorhyncha struthersii,425643
VZZY01023496.1,107.2,233120,232941,"VZZY01023496.1 Eurystomus gularis voucher LSUMZ:Ornithology:B39360 isolate B10K-DU-002-51 scaffold11, whole genome shotgun sequence",Eurystomus gularis,325343
WBNE01000013.1,107.2,2772999,2772807,"WBNE01000013.1 Copsychus sechellarum isolate OUT-0061 scaffold_3_3, whole genome shotgun sequence",Copsychus sechellarum,797021
VZSR01003807.1,107.1,22714560,22714368,"VZSR01003807.1 Brachypodius atriceps voucher LSUMZ:Ornithology:B50336 isolate OUT-0037 Sct0y12_3807, whole genome shotgun sequence",Pycnonotus atriceps,182895
MDVP01000039.1,107,98047258,98047456,"MDVP01000039.1 Crocodylus porosus isolate Cpor-Errol scaffold_39, whole genome shotgun sequence",Crocodylus porosus (Australian saltwater crocodile),8502
CM016695.1,106.9,124835023,124835224,"CM016695.1 Bos grunniens isolate yakHY00 ecotype maiwa chromosome 6, whole genome shotgun sequence",Bos grunniens (domestic yak),30521
JH880787.1,106.9,1430674,1430473,"JH880787.1 Bos grunniens mutus unplaced genomic scaffold scaffold461_1, whole genome shotgun sequence",Bos grunniens mutus,72004
VWPW01030931.1,106.8,836724,836916,"VWPW01030931.1 Crypturellus undulatus voucher MSB:37135 isolate B10K-MSB-37135 scaffold265, whole genome shotgun sequence",Crypturellus undulatus,48396
JH393302.1,106.7,14203776,14203979,"JH393302.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00024, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
KL243447.1,106.7,136730,136549,"KL243447.1 Pterocles gutturalis isolate BGI_N339 unplaced genomic scaffold scaffold3994, whole genome shotgun sequence",Pterocles gutturalis (yellow-throated sandgrouse),240206
PRFB02000086.1,106.7,60496055,60495856,"PRFB02000086.1 Terrapene triunguis isolate 2854851 Scaffold85, whole genome shotgun sequence",Terrapene carolina triunguis (three-toed box turtle),2587831
VXAU01002557.1,106.6,154147,153982,"VXAU01002557.1 Formicarius rufipectus voucher USNM:613308 isolate B10K-DU-001-43 scaffold1956, whole genome shotgun sequence",Formicarius rufipectus,1118560
VZTR01028845.1,106.4,32219,32026,"VZTR01028845.1 Chaetops frenatus voucher UWBM:52975 isolate B10K-DU-012-41 scaffold2178, whole genome shotgun sequence",Chaetops frenatus (Rufous rock-jumper),221966
VYXG01001665.1,106.4,605954,605761,"VYXG01001665.1 Lanius ludovicianus voucher USNM:626352 isolate B10K-DU-001-65 scaffold1709, whole genome shotgun sequence",Lanius ludovicianus,28713
MUZQ01000053.1,106.4,3687951,3687758,"Lonchura striata domestica isolate white83orange57 scaffold_52, whole genome shotgun sequence.",Lonchura striata domestica (Bengalese finch),299123
VWYW01000068.1,106.3,2384646,2384839,"VWYW01000068.1 Smithornis capensis voucher C:138652 isolate B10K-CU-031-20 scaffold_65, whole genome shotgun sequence",Smithornis capensis,363769
CM016988.1,106.3,13733631,13733831,"CM016988.1 Suricata suricatta isolate VVHF042 chromosome X, whole genome shotgun sequence",Suricata suricatta (meerkat),37032
NW_021964157.1,106.2,87657807,87658004,"NW_021964157.1 Vicugna pacos isolate Carlotta (AHFN-0088) chromosome 2 unlocalized genomic scaffold, VicPac3.1 ScfyRBE_26;HRSCAF=216, whole genome shotgun sequence",Vicugna pacos (alpaca),30538
WEIY01000024.1,106.2,594009,594202,"WEIY01000024.1 Pteruthius melanotis isolate B10K-IZ-033-77 scaffold_16, whole genome shotgun sequence",Pteruthius melanotis,357074
CM001951.2,106.1,16981946,16982146,"Chlorocebus sabaeus isolate 1994-021 chromosome X, whole genome shotgun sequence.",Chlorocebus sabaeus,60711
VZTO01005986.1,106,40727,40546,"VZTO01005986.1 Syrrhaptes paradoxus voucher USNM:586725 isolate B10K-DU-003-42 scaffold5807, whole genome shotgun sequence",Syrrhaptes paradoxus (Pallas's sandgrouse),302527
VXBX01001671.1,106,29634,29448,"VXBX01001671.1 Scytalopus superciliaris voucher USNM:645480 isolate B10K-DU-002-46 scaffold10702, whole genome shotgun sequence",Scytalopus superciliaris,312124
KZ505740.1,105.9,333150,332961,"KZ505740.1 Limosa lapponica baueri isolate BTGAFAM01 unplaced genomic scaffold scaffold00106, whole genome shotgun sequence",Limosa lapponica baueri,1758121
VZRD01000052.1,105.7,1018997,1018821,"VZRD01000052.1 Tachuris rubrigastra voucher LSUMZ:Ornithology:B48222 isolate B10K-CU-031-13 scaffold_50, whole genome shotgun sequence",Tachuris rubrigastra,495162
JJRO01103438.1,105.7,129,322,"Eurypyga helias contig103438, whole genome shotgun sequence.",Eurypyga helias (sunbittern),54383
VWPX01044503.1,105.6,166897,166705,"VWPX01044503.1 Crypturellus soui voucher MSB:42743 isolate B10K-MSB-42743 scaffold780, whole genome shotgun sequence",Crypturellus soui,458187
VZTZ01049097.1,105.5,31358,31550,"VZTZ01049097.1 Drymodes brunneopygia voucher MVMA:2664_1 isolate B10K-DU-030-03 scaffold550, whole genome shotgun sequence",Drymodes brunneopygia,626378
VYZU01004106.1,105.5,15587,15394,"VYZU01004106.1 Ceyx cyanopectus voucher USNM:607346 isolate B10K-DU-013-51 scaffold12841, whole genome shotgun sequence",Alcedo cyanopecta,390723
VYZS01009879.1,105.4,19063,18870,"VYZS01009879.1 Neodrepanis coruscans voucher FMNH:AVES:345711 isolate B10K-DU-002-79 scaffold29487, whole genome shotgun sequence",Neodrepanis coruscans (wattled asity),254563
CM019216.1,105.2,46655416,46655595,"CM019216.1 Malurus cyaneus samueli chromosome 3, whole genome shotgun sequence",Malurus cyaneus samueli,2593467
CM002657.2,105.1,24433488,24433687,"CM002657.2 Chrysemys picta bellii isolate RCT428 chromosome 3, whole genome shotgun sequence",Chrysemys picta bellii (western painted turtle),8478
PKMU01006489.1,105.1,24491,24690,"PKMU01006489.1 Chelonoidis abingdonii isolate Lonesome George Contig627, whole genome shotgun sequence",Geochelone nigra abingdoni,106734
QXTE01000011.1,105.1,2131674,2131475,"QXTE01000011.1 Platysternon megacephalum isolate DO16091913 scaf11, whole genome shotgun sequence",Platysternon megacephalum (big-headed turtle),55544
FR853103.2,105.1,18415200,18415400,"Gorilla gorilla gorilla genomic chromosome, chrX, whole genome shotgun sequence",Gorilla gorilla gorilla (western lowland gorilla),9595
VXAD01001115.1,105.1,997535,997342,"VXAD01001115.1 Dicrurus megarhynchus voucher USNM:616063 isolate B10K-DU-001-48 scaffold353, whole genome shotgun sequence",Dicrurus megarhynchus,450177
KL523407.1,104.9,31291,31097,"KL523407.1 Buceros rhinoceros silvestris isolate BGI_N320 unplaced genomic scaffold scaffold16545, whole genome shotgun sequence",Buceros rhinoceros silvestris,175836
CM020338.1,104.7,66115344,66115152,"CM020338.1 Catharus ustulatus isolate bCatUst1 chromosome 3, whole genome shotgun sequence",Catharus ustulatus,91951
VWYD01005267.1,104.7,752537,752345,"VWYD01005267.1 Catharus fuscescens voucher USNM:587444 isolate B10K-DU-001-17 scaffold1200, whole genome shotgun sequence",Catharus fuscescens,159581
WBMX01003013.1,104.7,37259,37451,"WBMX01003013.1 Corythaeola cristata voucher FMNH:AVES:357942 isolate B10K-CU-031-40 scaffold_2983, whole genome shotgun sequence",Corythaeola cristata (great blue turaco),103954
VXAN01000001.1,104.7,2436969,2437156,"VXAN01000001.1 Sylvietta virens voucher USNM:642858 isolate B10K-DU-009-59 scaffold_0, whole genome shotgun sequence",Sylvietta virens (green crombec),208069
WAAE01026294.1,104.7,37843,37683,"WAAE01026294.1 Nicator chloris voucher USNM:642941 isolate B10K-DU-002-40 scaffold186, whole genome shotgun sequence",Nicator chloris,237433
WEZZ01012720.1,104.7,16212,16405,"WEZZ01012720.1 Chloropsis cyanopogon voucher LSUMZ:Ornithology:B47034 isolate B10K-DU-002-57 scaffold7911, whole genome shotgun sequence",Chloropsis cyanopogon,1218682
WBMU01000063.1,104.6,463185,462992,"WBMU01000063.1 Anhinga anhinga voucher FMNH:AVES:493807 isolate B10K-CU-031-38 scaffold_61, whole genome shotgun sequence",Anhinga anhinga,56067
CM001991.1,104.5,64611714,64611521,"Ficedula albicollis isolate OC2 chromosome 3, whole genome shotgun sequence.",Ficedula albicollis,59894
JAGFMF010011443.1,104.3,5344919,5345114,"JAGFMF010011443.1 Galemys pyrenaicus isolate IBE-C5619 2611123, whole genome shotgun sequence",Galemys pyrenaicus,202257
VZTE01000624.1,104.2,482535,482343,"VZTE01000624.1 Eulacestoma nigropectus isolate B10K-DU-029-39 scaffold849, whole genome shotgun sequence",Eulacestoma nigropectus (wattled ploughbill),461239
VZUI01090329.1,104.2,264,72,"VZUI01090329.1 Cettia cetti isolate OUT-0056 NODE_60_length_294676_cov_13.7427_ID_119, whole genome shotgun sequence",Cettia cetti,68486
VWYN01001573.1,104,263570,263762,"VWYN01001573.1 Hippolais icterina voucher USNM:637402 isolate B10K-DU-002-18 scaffold296, whole genome shotgun sequence",Hippolais icterina (icterine warbler),68497
VXBQ01013870.1,104,424030,423837,"VXBQ01013870.1 Phainopepla nitens voucher USNM:642003 isolate B10K-DU-002-32 scaffold178, whole genome shotgun sequence",Phainopepla nitens,161653
JAULJE010000001.1,103.7,125758787,125758590,"JAULJE010000001.1 Eptesicus nilssonii isolate BLF_Eptnil Scaffold_1, whole genome shotgun sequence",Eptesicus nilssoni (northern bat),59451
NC_058419.1,103.7,111936266,111936073,"NC_058419.1 Neomonachus schauinslandi chromosome X, ASM220157v2, whole genome shotgun sequence",Monachus schauinslandi (Hawaiian monk seal),29088
NW_006383957.1,103.7,128583,128390,"NW_006383957.1 Leptonychotes weddellii isolate WS11-02 unplaced genomic scaffold, LepWed1.0 scaffold00917, whole genome shotgun sequence",Leptonychotes weddellii (Weddell seal),9713
VZRR01014000.1,103.7,318864,318671,"VZRR01014000.1 Oreocharis arfaki isolate B10K-DU-029-42 scaffold1347, whole genome shotgun sequence",Oreocharis arfaki,979223
CM000796.1,103.6,91193938,91194118,"Oryctolagus cuniculus chromosome 7, whole genome shotgun sequence.",Oryctolagus cuniculus (rabbit),9986
KK701133.1,103.6,171431,171241,"KK701133.1 Merops nubicus isolate BGI_N331 unplaced genomic scaffold scaffold643, whole genome shotgun sequence",Merops nubicus,57421
QVIC01000134.1,103.4,3984807,3984984,"QVIC01000134.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_133, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
VXBC01005897.1,103.4,4075093,4074900,"VXBC01005897.1 Ploceus nigricollis voucher USNM:630899 isolate B10K-DU-001-79 scaffold499, whole genome shotgun sequence",Ploceus nigricollis,441696
CM035635.1,103.3,93102040,93102239,"CM035635.1 Mauremys mutica isolate MM-2020 ecotype Southern chromosome 3, whole genome shotgun sequence",Mauremys mutica,74926
JH722046.1,103.3,910827,910643,"JH722046.1 Chinchilla lanigera unplaced genomic scaffold scaffold00185, whole genome shotgun sequence",Chinchilla lanigera,34839
NW_018343786.1,103.1,177159,177360,"NW_018343786.1 Odocoileus virginianus texanus isolate animal Pink-7 unplaced genomic scaffold, Ovir.te_1.0 scaffold985, whole genome shotgun sequence",Odocoileus virginianus texanus,9880
VXAR01014547.1,102.9,287982,287793,"VXAR01014547.1 Amazona guildingii voucher USNM:613763 isolate B10K-DU-001-46 scaffold1253, whole genome shotgun sequence",Amazona guildingii,175529
LR738621.1,102.9,123957131,123956944,"LR738621.1 Sciurus vulgaris genome assembly, chromosome: X",Sciurus vulgaris (Eurasian red squirrel),55149
WBNF01002984.1,102.7,10842381,10842188,"WBNF01002984.1 Corvus moneduloides isolate OUT-0060 scaffold_1_2, whole genome shotgun sequence",Corvus moneduloides (new caledonian crow),1196302
QRBI01000106.1,102.7,53095994,53095798,"QRBI01000106.1 Hirundo rustica rustica isolate Chelidonia Super-Scaffold_15, whole genome shotgun sequence",Hirundo rustica rustica,333673
WBNB01001570.1,102.7,75889,76082,"WBNB01001570.1 Vidua chalybeata voucher MSB:Bird:30254 isolate OUT-0048 scaffold85_1, whole genome shotgun sequence",Vidua chalybeata,81927
WBNG01000132.1,102.7,153713,153520,"WBNG01000132.1 Elachura formosa voucher IZCAS:20218 isolate B10K-IZCAS-20218 scaffold_110, whole genome shotgun sequence",Elachura formosa (spotted wren-babbler),1463973
NW_020313078.1,102.6,29400542,29400343,"NW_020313078.1 Callorhinus ursinus isolate GAN/ISIS: 27379988/994484 unplaced genomic scaffold, ASM326570v1 scaffold362, whole genome shotgun sequence",Callorhinus ursinus (northern fur seal),34884
GL429816.1,102.4,1947791,1947602,"Myotis lucifugus unplaced genomic scaffold scaffold_49, whole genome shotgun sequence.",Myotis lucifugus (little brown bat),59463
VYZP01001806.1,102.4,28313,28118,"VYZP01001806.1 Hypocryptadius cinnamomeus voucher FMNH:AVES:357649 isolate B10K-DU-002-83 scaffold14644, whole genome shotgun sequence",Hypocryptadius cinnamomeus,589841
QUSF01000002.1,102.2,45539653,45539845,"QUSF01000002.1 Chloebia gouldiae isolate Red01 scaffold_2, whole genome shotgun sequence",Erythrura gouldiae (Gouldian finch),44316
VXAW01012636.1,102.2,303771,303578,"VXAW01012636.1 Tyrannus savana voucher USNM:609518 isolate B10K-DU-001-37 scaffold1245, whole genome shotgun sequence",Tyrannus savana (fork-tailed flycatcher),137541
PVHT020000256.1,102.2,6693318,6693518,"PVHT020000256.1 Catagonus wagneri isolate BS18 Sc2sB16_220;HRSCAF=33664_3, whole genome shotgun sequence",Catagonus wagneri (Chacoan peccary),51154
VXBL01008796.1,102.1,589885,589692,"VXBL01008796.1 Aramus guarauna voucher USNM:635727 isolate B10K-DU-002-11 scaffold657, whole genome shotgun sequence",Aramus guarauna (limpkin),54356
CM008041.1,102,161084864,161084679,"CM008041.1 Cervus elaphus hippelaphus isolate Hungarian chromosome X, whole genome shotgun sequence",Cervus elaphus hippelaphus,46360
CM021225.1,102,119766640,119766455,"CM021225.1 Cervus hanglu yarkandensis isolate CEY-2017 chromosome X, whole genome shotgun sequence",Cervus elaphus yarkandensis,84702
WBMY01003780.1,101.9,678815,678623,"WBMY01003780.1 Donacobius atricapilla voucher USNM:626099 isolate B10K-DU-001-63 scaffold151, whole genome shotgun sequence",Donacobius atricapilla,237420
CM014356.1,101.9,18299595,18299795,"CM014356.1 Macaca mulatta isolate AG07107 chromosome X, whole genome shotgun sequence",Macaca mulatta (Rhesus monkey),9544
CM018200.1,101.9,126996389,126996189,"CM018200.1 Papio anubis isolate 15944 chromosome X, whole genome shotgun sequence",Papio anubis (Olive baboon),9555
CM021959.1,101.9,17282365,17282565,"CM021959.1 Macaca fascicularis isolate cy0333 breed Mauritian cynomolgus macaque chromosome X, whole genome shotgun sequence",Macaca fascicularis (crab-eating macaque),9541
KN977240.1,101.9,2228675,2228475,"KN977240.1 Mandrillus leucophaeus isolate KB7577 unplaced genomic scaffold Scaffold499, whole genome shotgun sequence",Mandrillus leucophaeus (drill),9568
KZ202257.1,101.8,4221530,4221333,"KZ202257.1 Aotus nancymaae isolate 86115 unplaced genomic scaffold Scaffold299, whole genome shotgun sequence",Aotus nancymaae (Ma's night monkey),37293
VWYI01035387.1,101.8,38088,37895,"VWYI01035387.1 Anthoscopus minutus voucher USNM:642205 isolate B10K-DU-011-42 scaffold5908, whole genome shotgun sequence",Anthoscopus minutus,156561
KQ012330.1,101.8,13530283,13530083,"KQ012330.1 Cercocebus atys isolate FAK unplaced genomic scaffold Scaffold4, whole genome shotgun sequence",Cercocebus atys (sooty mangabey),9531
JH211310.1,101.7,1184573,1184771,"Pelodiscus sinensis unplaced genomic scaffold scaffold414, whole genome shotgun sequence.",Pelodiscus sinensis (Chinese softshell turtle),13735
PTEW01000124.1,101.6,255062,255254,"PTEW01000124.1 Nothoprocta perdicaria voucher ROM:ORN:Ctin4 isolate Ctin4 scaffold_123, whole genome shotgun sequence",Nothoprocta perdicaria,30464
VZSH01000134.1,101.6,2132577,2132385,"VZSH01000134.1 Nothoprocta ornata isolate B10K-MSB-03 scaffold_128, whole genome shotgun sequence",Nothoprocta ornata,83376
VZRO01007445.1,101.5,478447,478254,"VZRO01007445.1 Daphoenositta chrysoptera voucher MVMA:1309 isolate B10K-DU-029-47 scaffold18, whole genome shotgun sequence",Daphoenositta chrysoptera (varied sittella),254528
DS562914.1,101.5,1248820,1249005,"Cavia porcellus supercont2_59 genomic scaffold, whole genome shotgun sequence.",Cavia porcellus (Domestic guinea pig),10141
CM009971.1,101.4,40280941,40281141,"CM009971.1 Theropithecus gelada isolate Dixy chromosome X, whole genome shotgun sequence",Theropithecus gelada (gelada baboon),9565
VZRP01000189.1,101.3,260909,260730,"VZRP01000189.1 Malurus elegans voucher MVMA:0215 isolate B10K-DU-029-44 scaffold2042, whole genome shotgun sequence",Malurus elegans (Red-winged fairywren),720584
VZTN01031026.1,101.3,62244,62437,"VZTN01031026.1 Erpornis zantholeuca voucher LSUMZ:Ornithology:B51177 isolate B10K-DU-002-58 scaffold13874, whole genome shotgun sequence",Erpornis zantholeuca,1112836
NW_017731363.1,101.1,3749307,3749500,"NW_017731363.1 Hipposideros armiger isolate ML-2016 unplaced genomic scaffold, ASM189008v1, whole genome shotgun sequence",Hipposideros armiger,186990
CM017298.1,100.9,103171919,103172118,"CM017298.1 Gopherus evgoodei ecotype Sinaloan lineage chromosome 3, whole genome shotgun sequence",Gopherus evgoodei (goodes thornscrub tortoise),1825980
PPEB01004958.1,100.9,33766,33965,"PPEB01004958.1 Gopherus agassizii scaffold_4957, whole genome shotgun sequence",Gopherus agassizii (desert tortoise),38772
VYXF01001052.1,100.9,415460,415300,"VYXF01001052.1 Polioptila caerulea voucher USNM:626438 isolate B10K-DU-001-66 scaffold131, whole genome shotgun sequence",Polioptila caerulea,66707
VXBU01015488.1,100.9,253536,253376,"VXBU01015488.1 Bombycilla garrulus voucher USNM:638986 isolate B10K-DU-002-23 scaffold601, whole genome shotgun sequence",Bombycilla garrulus,125297
RQIO01000061.1,100.8,2942239,2942050,"RQIO01000061.1 Amazona collaria isolate JAMY3 TDTX972-JAMY3_00061, whole genome shotgun sequence",Amazona collaria (yellow-billed parrot),241587
RQIO01000062.1,100.8,2939672,2939483,"RQIO01000062.1 Amazona collaria isolate JAMY3 TDTX972-JAMY3_00062, whole genome shotgun sequence",Amazona collaria (yellow-billed parrot),241587
VXAM01000509.1,100.8,262975,263167,"VXAM01000509.1 Corythaixoides concolor voucher USNM:642466 isolate B10K-DU-011-20 scaffold_322, whole genome shotgun sequence",Corythaixoides concolor (grey go-away-bird),103956
VZZX01008731.1,100.8,336149,335953,"VZZX01008731.1 Hirundo rustica voucher USNM:626475 isolate B10K-DU-001-67 scaffold137, whole genome shotgun sequence",Hirundo rustica (Barn swallow),43150
KB913093.1,100.7,4174723,4174530,"KB913093.1 Zonotrichia albicollis isolate Tan morph unplaced genomic scaffold Scaffold55, whole genome shotgun sequence",Zonotrichia albicollis,44394
AKCR02000002.1,100.6,30017625,30017431,"AKCR02000002.1 Columba livia breed Danish Tumbler ScoHet5_205, whole genome shotgun sequence",Columba livia (Rock pigeon),8932
LSYS01006902.1,100.6,29814879,29814685,"Patagioenas fasciata monilis isolate BTP2013 Sc31e1R_1, whole genome shotgun sequence.",Patagioenas fasciata monilis,372326
LAII01000153.1,100.5,1794444,1794604,"LAII01000153.1 Zosterops lateralis melanops voucher L212 scaffold_152, whole genome shotgun sequence",Zosterops lateralis melanops,1220523
SWJQ01000066.1,100.5,1692514,1692354,"SWJQ01000066.1 Zosterops borbonicus isolate HGM_15179 scaffold52_size1909482, whole genome shotgun sequence",Zosterops borbonicus,364589
VWYL01026343.1,100.5,139079,138919,"VWYL01026343.1 Zosterops hypoxanthus voucher USNM:608699 isolate B10K-DU-001-36 scaffold3148, whole genome shotgun sequence",Zosterops hypoxanthus,2485327
JABWUV010000004.1,100.3,122693599,122693411,"JABWUV010000004.1 Myotis myotis isolate mMyoMyo1 scaffold_m19_p_4, whole genome shotgun sequence",Myotis myotis,51298
NW_018332361.1,100.3,395369,395185,"NW_018332361.1 Odocoileus virginianus texanus isolate animal Pink-7 unplaced genomic scaffold, Ovir.te_1.0 scaffold1489, whole genome shotgun sequence",Odocoileus virginianus texanus,9880
VZTL01060582.1,100.3,674,866,"VZTL01060582.1 Scopus umbretta voucher LSUMZ:Ornithology:B29000 isolate B10K-DU-002-70 scaffold89212, whole genome shotgun sequence",Scopus umbretta (hamerkop),33581
WBNN01009738.1,100.3,31481,31674,"WBNN01009738.1 Vidua macroura voucher LSUMZ:Ornithology:B39306 isolate B10K-DU-002-50 scaffold9968, whole genome shotgun sequence",Vidua macroura,187451
VYZE01001049.1,99.9,60932,61101,"VYZE01001049.1 Pterocles burchelli voucher USNM:642190 isolate B10K-DU-027-49 scaffold_1045, whole genome shotgun sequence",Pterocles burchelli,2585816
CM009285.2,99.8,15096296,15096496,"CM009285.2 Pongo abelii isolate Susie chromosome X, whole genome shotgun sequence",Pongo abelii (Sumatran orangutan),9601
VZTJ01005309.1,99.7,74334,74527,"VZTJ01005309.1 Orthonyx spaldingii isolate B10K-DU-029-32 scaffold329, whole genome shotgun sequence",Orthonyx spaldingii (northern chowchilla),38397
MCGX01022437.1,99.7,77690,77490,"MCGX01022437.1 Rhinopithecus bieti isolate Rb0 scaffold_67574, whole genome shotgun sequence",Rhinopithecus bieti (Black snub-nosed monkey),61621
VWYM01009374.1,99.7,52716,52880,"VWYM01009374.1 Cinclus mexicanus voucher USNM:630613 isolate B10K-DU-001-77 scaffold11181, whole genome shotgun sequence",Cinclus mexicanus,161649
VZRV01007184.1,99.6,238087,238279,"VZRV01007184.1 Falcunculus frontatus voucher MVMA:020 isolate B10K-DU-029-77 scaffold532, whole genome shotgun sequence",Falcunculus frontatus (crested shrike-tit),254539
VYZH01000655.1,99.5,10948,11132,"VYZH01000655.1 Probosciger aterrimus voucher USNM:615002 isolate B10K-DU-017-47 scaffold_640, whole genome shotgun sequence",Probosciger aterrimus,141839
VZTY01019413.1,99.4,46222,46413,"VZTY01019413.1 Turnix velox voucher MVMA:130 isolate B10K-DU-029-46 scaffold7368, whole genome shotgun sequence",Turnix velox (little buttonquail),2529409
NW_025421989.1,99.4,14358924,14359123,"NW_025421989.1 Mustela putorius furo isolate JIRA1106 unplaced genomic scaffold, ASM1176430v1.1 tig00003836_pilon_pilon_pilon, whole genome shotgun sequence",Mustela putorius furo (domestic ferret),9669
KB579774.1,99.3,1868116,1868315,"KB579774.1 Chelonia mydas unplaced genomic scaffold scaffold73, whole genome shotgun sequence",Chelonia mydas (green seaturtle),8469
KZ859968.1,99.3,733838,734031,"KZ859968.1 Chrysolophus pictus breed wild golden pheasant unplaced genomic scaffold scaffold280, whole genome shotgun sequence",Chrysolophus pictus (golden pheasant),9089
QCWP01003928.1,99.3,2684038,2683845,"QCWP01003928.1 Phasianus colchicus isolate SZU-A5-319 scaffold5530_cov58, whole genome shotgun sequence",Phasianus colchicus (Ring-necked pheasant),9054
WBNH01011851.1,99.1,297051,296858,"WBNH01011851.1 Urocolius indicus voucher AMNH:DOT5802 isolate B10K-DU-030-59 scaffold2271, whole genome shotgun sequence",Urocolius indicus,458196
CM012084.2,99,49881296,49881488,"CM012084.2 Taeniopygia guttata isolate Black17 chromosome 3, whole genome shotgun sequence",Taeniopygia guttata,59729
CM001608.2,98.7,16030499,16030683,"CM001608.2 Ovis aries breed Texel chromosome X, whole genome shotgun sequence",Ovis aries (sheep),9940
KE163030.1,98.7,292361,292552,"KE163030.1 Myotis brandtii unplaced genomic scaffold scaffold326, whole genome shotgun sequence",Myotis brandtii,109478
VXBE01007785.1,98.6,991985,991793,"VXBE01007785.1 Motacilla alba voucher USNM:627656 isolate B10K-DU-001-75 scaffold753, whole genome shotgun sequence",Motacilla alba,45807
PPHD01003267.1,98.4,21083,21276,"PPHD01003267.1 Bambusicola thoracicus isolate RTK389 B.A.C_3266, whole genome shotgun sequence",Bambusicola thoracica (Chinese bamboo-partridge),9083
VZRE01011819.1,98.3,17481,17660,"VZRE01011819.1 Cephalopterus ornatus voucher USNM:541336 isolate B10K-DU-001-01 scaffold8665, whole genome shotgun sequence",Cephalopterus ornatus (amazonian umbrellabird),114276
NW_004524645.1,98.2,12010521,12010706,"NW_004524645.1 Octodon degus isolate 3935 unplaced genomic scaffold, OctDeg1.0 scaffold00069, whole genome shotgun sequence",Octodon degus (degu),10160
VZRF01013942.1,98.2,276249,276056,"VZRF01013942.1 Vireo altiloquus voucher USNM:607205 isolate B10K-DU-001-22 scaffold2815, whole genome shotgun sequence",Vireo altiloquus (black-whiskered vireo),34956
ML689093.1,98.2,76002886,76003060,"ML689093.1 Chelydra serpentina unplaced genomic scaffold Scaffold105, whole genome shotgun sequence",Chelydra serpentina (snapping turtle),8475
LMAW01002622.1,98.1,789145,788956,"Amazona aestiva scaffold_449, whole genome shotgun sequence.",Amazona aestiva (blue-fronted amazon),12930
JNOY01102647.1,98.1,12381,12572,"Tauraco erythrolophus contig102647, whole genome shotgun sequence.",Tauraco erythrolophus (red-crested turaco),121530
CM028484.1,97.5,61419097,61418904,"CM028484.1 Gallus gallus isolate bGalGal1 chromosome 3, whole genome shotgun sequence",Gallus gallus (chicken),9031
CM007693.1,97.1,105270332,105270531,"CM007693.1 Microcebus murinus isolate mixed chromosome X, whole genome shotgun sequence",Microcebus murinus (gray mouse lemur),30608
KN295566.1,97,195592,195392,"KN295566.1 Rhinopithecus roxellana isolate Xiao Hai unplaced genomic scaffold ENSRROG015767, whole genome shotgun sequence",Rhinopithecus roxellana (golden snub-nosed monkey),61622
WAAF01014242.1,96.8,28009,28203,"WAAF01014242.1 Tricholaema leucomelas voucher USNM:642560 isolate B10K-DU-002-37 scaffold3456, whole genome shotgun sequence",Tricholaema leucomelas (pied barbet),240729
VXBA01002434.1,96.4,424496,424317,"VXBA01002434.1 Serilophus lunatus voucher USNM:631797 isolate B10K-DU-002-03 scaffold184, whole genome shotgun sequence",Serilophus lunatus (silver-breasted broadbill),239386
